record_type	word_count	url	title
bookmark	0	https://github.com/aadehamid/system-design	aadehamid/system-design: Learn how to design systems at scale and prepare for system design interviews
bookmark	0	https://medium.com/@lyx_62906/context-kills-vram-how-to-run-llms-on-consumer-gpus-a785e8035632	Context Kills VRAM: How to Run LLMs on consumer GPUs | by Lyx | Medium
bookmark	0	https://www.startuphub.ai/ai-news/ai-video/2025/maximizing-kv-cache-hit-rates-wekas-open-source-context-platform-engineering/	Maximizing KV-Cache Hit Rates: WEKA's Open-Source Context Platform Engineering
bookmark	0	https://ngrok.com/blog/prompt-caching	Prompt caching: 10x cheaper LLM tokens, but how? | ngrok blog
bookmark	0	https://modal.com/docs/guide/high-performance-llm-inference	High-performance LLM inference | Modal Docs
bookmark	0	https://www.chiplog.io/p/a-deep-dive-into-nvidia-rubin-cpx?r=b0xgd&utm_medium=ios&shareImageVariant=overlay&triedRedirect=true	A Deep Dive into NVIDIA Rubin CPX: History, Architecture, Splitwise/DistServe, Inference Economics, and Limitations
bookmark	0	https://www.modular.com/blog/the-five-eras-of-kvcache	Modular: The Five Eras of KVCache
bookmark	0	https://jax-ml.github.io/scaling-book/inference/	All About Transformer Inference | How To Scale Your Model
bookmark	0	https://kipp.ly/p/transformer-inference-arithmetic	Transformer Inference Arithmetic - by kipply
bookmark	0	https://kipp.ly/p/transformer-inference-arithmetic	(1) Transformer Inference Arithmetic - by kipply
bookmark	0	https://www.youtube.com/watch?v=EfM546A79aM&list=PLoROMvodv4rMqXOcazWaTUHhq-yembLCV&index=10	(3174) Stanford CS336 Language Modeling from Scratch | Spring 2026 | Lecture 10: Inference - YouTube
bookmark	0	https://vizuaraai.github.io/convolution-musical-journey/visual-walkthroughs.html	Vizuara Visual Walkthrough Library
bookmark	0	https://vizuaraai.github.io/convolution-musical-journey/book.html	Inference Engineering — The Workshop Book
bookmark	0	https://en.algorithmica.org/hpc/architecture/	Computer Architecture
bookmark	0	https://open.substack.com/pub/boringbot/p/kv-caching-and-speculative-decoding?r=b0xgd&utm_medium=ios	KV Caching and Speculative Decoding
bookmark	0	https://huggingface.co/blog/not-lain/kv-caching	KV Caching Explained: Optimizing Transformer Inference Efficiency
bookmark	0	https://medium.com/@joaolages/kv-caching-explained-276520203249	KV Caching Explained
bookmark	0	https://open.substack.com/pub/sebastianraschka/p/coding-the-kv-cache-in-llms?r=b0xgd&utm_medium=ios	Understanding and Coding the KV Cache in LLMs from Scratch
bookmark	0	https://developer.nvidia.com/blog/mastering-llm-techniques-inference-optimization/	Mastering LLM Techniques: Inference Optimization | NVIDIA Technical Blog
bookmark	0	https://open.substack.com/pub/boringbot/p/kv-caching-and-speculative-decoding?r=b0xgd&utm_medium=ios	KV Caching and Speculative Decoding
bookmark	0	https://developer.nvidia.com/blog/mastering-llm-techniques-inference-optimization/	Mastering LLM Techniques: Inference Optimization | NVIDIA Technical Blog
bookmark	0	https://www.clarifai.com/blog/llm-inference-optimization/	LLM Inference Optimization Techniques | Clarifai Guide
bookmark	0	https://huggingface.co/docs/transformers/llm_tutorial_optimization	Optimizing LLMs for Speed and Memory · Hugging Face
bookmark	0	https://www.ankursnewsletter.com/p/inference-optimization-strategies?utm_campaign=post&utm_medium=web	Inference Optimization Strategies for Large Language Models: Current Trends and Future Outlook
bookmark	0	https://huggingface.co/docs/transformers/perf_infer_gpu_one	Optimizing inference on GPU
bookmark	0	https://www.databricks.com/blog/llm-inference-performance-engineering-best-practices	LLM Inference Performance Engineering: Best Practices
bookmark	0	https://ourworldindata.org/scaling-up-ai	Scaling up: how increasing inputs has made artificial intelligence more capable
bookmark	0	https://redwerk.com/blog/llm-inference-optimization-techniques/	llm-inference-optimization-techniques
bookmark	0	https://vizuaraai.github.io/convolution-musical-journey/visual-walkthroughs.html	Vizuara Visual Walkthrough Library
bookmark	0	https://vizuaraai.github.io/convolution-musical-journey/book.html#ch00-inference-engineers-world	Inference Engineering — The Workshop Book
bookmark	0	https://www.llamaindex.ai/blog/parse-gateway-smart-page-level-document-parser-routing	Parse Gateway: Smart, Page-Level Document Parsing Routing
bookmark	0	https://github.com/run-llama/parse-gateway	run-llama/parse-gateway: Route every page to the right parser
PDF document	11245		ZeRO: Memory Optimizations Toward Training Trillion Parameter Models
bookmark	0	https://horace.io/brrr_intro.html	Making Deep Learning go Brrrr From First Principles
bookmark	0	https://x.com/_arohan_/status/2081073678109098256?s=12	rohan anil (@_arohan_) 391 likes · 53 replies
bookmark	0	https://www.aleksagordic.com/blog/vllm	Inside vLLM: Anatomy of a High-Throughput LLM Inference System
bookmark	0	https://handbook.modular.com/	LLM Inference Handbook
bookmark	0	https://www.bentoml.com/blog/the-shift-to-distributed-llm-inference	The Shift to Distributed LLM Inference: 3 Key Technologies Breaking Single-Node Bottlenecks
PDF document	9067		PipeDream: Fast and EﬃcientPipeline Parallel DNN Training
PDF document	1994		Three Other Models of Computer System Performance
bookmark	0	https://developer.nvidia.com/blog/mastering-llm-techniques-inference-optimization/	Mastering LLM Techniques: Inference Optimization | NVIDIA Technical Blog
bookmark	0	https://ezyang.github.io/interactive-parallelize-transformer/	How to Parallelize a Transformer for Training — an explorable explanation
bookmark	0	https://arxiv.org/abs/2606.17081	The Price of Anarchy in Disaggregated Inference
markdown	1408	https://github.com/OpenAccess-AI-Collective/axolotl	Axolotl — LLM Fine-tuning Framework (GitHub)
markdown	7138	https://www.royvanrijn.com/anatomy-of-an-llm/	The Anatomy of an LLM | Interactive Visual Guide to How Language Models Work
markdown	5601	https://huggingface.co/blog/torch-profiler	Profiling in PyTorch (Part 1): A Beginner's Guide to torch.profiler
bookmark	0	https://learn.deeplearning.ai/courses/fast-and-efficient-llm-inference-with-vllm/lesson/rm60gb/introduction	Fast & Efficient LLM Inference with vLLM - DeepLearning.AI
markdown	500	https://aiengineeringfromscratch.com/	AI Engineering from Scratch
markdown	243	https://build-small-hackathon-field-guide.hf.space/partners/openbmb	OpenBMB · Build Small
markdown	1910	https://alphaxiv.org/	Explore | alphaXiv
markdown	631	https://huggingface.co/datalab-to/lift	datalab-to/lift · Hugging Face
markdown	517	https://huggingface.co/llm-semantic-router	llm-semantic-router (vLLM Semantic Router)
markdown	592	https://github.com/vllm-project/semantic-router	GitHub - vllm-project/semantic-router: A programmable Mixture-of-Models router for heterogeneous LLM inference · GitHub
markdown	1503	https://vllm-semantic-router.com/	Build Your Mixture-of-Models | vLLM Semantic Router
markdown	2554	https://developers.redhat.com/articles/2026/06/24/optimizing-distributed-ai-inference-advanced-deployment-patterns	Optimizing distributed AI inference: Advanced deployment patterns | Red Hat Developer
markdown	2333	https://developers.redhat.com/articles/2026/06/22/designing-distributed-ai-inference-core-concepts-and-scaling-dimensions	Designing distributed AI inference: Core concepts and scaling dimensions | Red Hat Developer
markdown	943	https://www.etched.com/	Etched
bookmark	0	https://x.com/brian_armstrong/status/2070670644577280109?s=46	Brian Armstrong on X: "How to keep AI spend flat while token usage grows exponentially: Not with friction and spend alerts. With better defaults, routing, and caching. Better Defaults (not Usage Caps) – Engineers can choose any model they want, but default
markdown	3767	https://medium.com/@saad.ahmed1926q/kv-cache-explained-intuitively-2b425a36dfc7	Medium
markdown	6707	https://outcomeschool.com/blog/prefill-vs-decode-llm-inference-optimization	Prefill vs Decode: LLM Inference Optimization
markdown	6848	https://lilianweng.github.io/posts/2026-07-04-harness/	Harness Engineering for Self-Improvement | Lil'Log
markdown	963	https://github.com/stas00/ml-engineering	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
markdown	8921	https://hamzaelshafie.bearblog.dev/paged-attention-from-first-principles-a-view-inside-vllm/	Paged Attention from First Principles: A View Inside vLLM – Hamza's Blog
markdown	458	https://recipes.vllm.ai/baidu/Unlimited-OCR	baidu/Unlimited-OCR | vLLM Recipes
markdown	1335	https://github.com/videlalvaro/leet-llm	GitHub - videlalvaro/inference-school: A hands-on Swift and Metal course for building LLM inference from first principles on Apple silicon, with 48 guided lessons, runnable exercises, a native macOS Studio, and a complete companion book. · GitHub
markdown	874	https://www.distillabs.ai/	distil labs – Cut LLM Costs by 80% with Custom SLMs
markdown	919	https://github.com/google-research/tabfm	GitHub - google-research/tabfm: TabFM (Tabular Foundation Model) is a pretrained tabular foundation model developed by Google Research for tabular data regression and classification. · GitHub
bookmark	0	https://learn.deeplearning.ai/courses/fast-llm-inference-with-cerebras/lesson/a4u81f/introduction	Fast LLM Inference with Cerebras - DeepLearning.AI
markdown	356	https://www.deeplearning.ai/courses/fast-llm-inference-with-cerebras	Fast LLM Inference with Cerebras - DeepLearning.AI
markdown	1103	https://www.coderabbit.ai/blog/teaching-nvidia-nemotron-3-5-lightning-to-route-code-reviews	Teaching NVIDIA Nemotron 3.5 Lightning to Route Code Reviews
markdown	627	https://ml-visualized.com/	Machine Learning Visualized — Machine Learning Visualized
markdown	12679	https://sebastianraschka.com/teaching/pytorch-1h/	PyTorch in One Hour | Sebastian Raschka, PhD
markdown	1267	https://github.com/elizabetht/100-days-of-inference	GitHub - elizabetht/100-days-of-inference: 100 days of LLM inference engineering — daily posts, experiments, and visualizations · GitHub
markdown	436	https://learn-inference.com/	Learn Inference: inference engineering, explained interactively
markdown	22601	https://www.jepeake.com/ai-chip-architectures	AI Chip Architectures - Jacob Peake
markdown	2575	https://huggingface.co/blog/pwc-search	How Hugging Face Inference Endpoints, Jobs, and Buckets Power Search on Papers with Code
markdown	3664	https://leoniemonigatti.com/blog/speculative-decoding.html	How speculative decoding makes LLMs go brrr – Leonie Monigatti
markdown	448	https://github.com/FlashML-org/FreeToken	GitHub - FlashML-org/FreeToken: FreeToken brings datacenter-scale model serving to your desktop. Run massive models locally, fast and efficiently. · GitHub
markdown	1626	https://github.com/wafer-ai/gpu-perf-engineering-resources	GitHub - wafer-ai/gpu-perf-engineering-resources: A curated resource list for learning AI performance engineering, from GPU fundamentals to production inference. · GitHub
markdown	2816	https://thinkingmachines.ai/news/putting-task-expertise-into-rl/	Putting Task Expertise into RL Achieves State-of-the-Art Performance on Text-to-SQL - Thinking Machines Lab
markdown	2413	https://sustcsonglin.github.io/blog/2024/deltanet-1/	DeltaNet Explained (Part I) | Songlin Yang
bookmark	0	https://youtu.be/p3sij8QzONQ?si=dmggbgctRlShfBfC	LLMs from Scratch – Practical Engineering from Base Model to PPO RLHF - YouTube
markdown	1016	https://huggingface.co/smol-course	smol-course (a smol course)
markdown	3341	https://cmu-l3.github.io/anlp-fall2025/?utm_source=perplexity	CMU Advanced NLP F2025
bookmark	0	https://learn.deeplearning.ai/courses/fine-tuning-and-reinforcement-learning-for-llms-intro-to-post-training/lesson/rm98gb4q/conversation-between-sharon-zhou-and-andrew-ng	Fine-tuning & RL for LLMs: Intro to Post-training - DeepLearning.AI
bookmark	0	https://learn.deeplearning.ai/courses/fine-tuning-and-reinforcement-learning-for-llms-intro-to-post-training/information	Fine-tuning & RL for LLMs: Intro to Post-training - DeepLearning.AI
markdown	404	https://www.freecodecamp.org/news/code-an-llm-from-scratch-theory-to-rlhf/	Code an LLM From Scratch – Theory to RLHF
markdown	441	https://github.com/ggml-org/llama.cpp	GitHub - ggml-org/llama.cpp: LLM inference in C/C++ · GitHub
markdown	2846	https://platform.claude.com/cookbook	Claude Cookbook
markdown	158	https://stanford.edu/~shervine/teaching/cs-229	Teaching - CS 229
markdown	255	https://huggingface.co/nanochat-students	nanochat-students (nanochat students)
markdown	11386	https://rentry.org/samplers	Dummy's Guide to Modern Samplers
markdown	293	https://developer.apple.com/metal/pytorch/	Accelerated PyTorch training on Mac - Metal - Apple Developer
markdown	269	https://github.com/rasbt/LLMs-from-scratch/tree/main/ch05/12_gemma3	LLMs-from-scratch/ch05/12_gemma3 at main · rasbt/LLMs-from-scratch · GitHub
markdown	454	https://www.thelmbook.com/	The Hundred-Page Language Models Book by Andriy Burkov
markdown	1006	https://trelis.com/advanced-fine-tuning-scripts/	Fine-tuning and Retrieval (RAG) – Trelis
markdown	1590	https://blog.lancedb.com/a-practical-guide-to-fine-tuning-embedding-models/	A Practical Guide to Fine-Tuning Embedding Models
markdown	1533	https://ernie.baidu.com/blog/posts/ernie4.5/	Announcing the Open Source Release of the ERNIE 4.5 Model Family | ERNIE Blog
markdown	6157	https://huggingface.co/blog/train-sparse-encoder	Training and Finetuning Sparse Embedding Models with Sentence Transformers
markdown	2154	https://www.mixedbread.com/blog/maxsim-cpu	maxsim-cpu: Maximising Maxsim Efficiency
markdown	884	https://docs.unsloth.ai/models/how-to-run-llms-with-docker	How to Run Local LLMs with Docker: Step-by-Step Guide | Unsloth Documentation
markdown	1132	https://blog.vllm.ai/2025/11/19/docker-model-runner-vllm.html	Docker Model Runner Integrates vLLM for High-Throughput Inferencing | vLLM Blog
bookmark	0	https://youtu.be/oxwsizy1Spw?si=uz5-VKZWJ8oTqr9j	Inference Providers: Best Way to Build with Open Source Models - YouTube
markdown	358	https://www.deeplearning.ai/short-courses/finetuning-large-language-models/?utm_campaign=finetuning-launch&utm_content=279346493&utm_medium=social&utm_source=twitter&hss_channel=tw-992153930095251456	Finetuning Large Language Models - DeepLearning.AI
markdown	695	https://maven.com/parlance-labs/fine-tuning	Mastering LLMs For Developers & Data Scientists by Dan Becker and Hamel Husain on Maven
bookmark	0	https://www.kaggle.com/models/metaresearch/llama-2	Meta | Llama 2 | Kaggle
bookmark	0	https://learn.deeplearning.ai/courses/intro-to-federated-learning-c2/lesson/1/introduction	Federated Fine-tuning of LLMs with Private Data - DeepLearning.AI
markdown	3004	https://www.inovex.de/de/blog/prompt-engineering-guide/	Prompt Engineering and Zero-Shot/Few-Shot Learning [Guide] - inovex GmbH
markdown	2663	https://machinelearningmastery.com/a-gentle-introduction-to-the-jacobian/	A Gentle Introduction to the Jacobian - MachineLearningMastery.com
markdown	1598	https://karpathy.medium.com/yes-you-should-understand-backprop-e2f06eab496b	Medium
bookmark	0	https://colab.research.google.com/drive/1WV2oi2fh9XXyldh02wupFQX0wh5ZC-z-?usp=sharing	Google Colab
markdown	3177	https://eli.thegreenplace.net/2018/backpropagation-through-a-fully-connected-layer/	Backpropagation through a fully-connected layer - Eli Bendersky's website
markdown	4142	https://cs231n.github.io/optimization-1/	CS231n Deep Learning for Computer Vision
bookmark	0	https://youtu.be/fGDT63dZcvE	Backpropagation: How Neural Networks Learn - YouTube
bookmark	0	https://www.youtube.com/watch?v=nTlCqaL7fCY&t=74s	01L – Gradient descent and the backpropagation algorithm - YouTube
markdown	728	https://serverless-ml.org/	Serverless ML; Apps and MLOps: without the infrastructure
markdown	254	https://apeatling.com/articles/simple-guide-to-local-llm-fine-tuning-on-a-mac-with-mlx/	A simple guide to local LLM fine-tuning on a Mac with MLX · Andy Peatling · Working with React.js, TypeScript, LLMs, & Agents
markdown	1021	https://github.com/ml-explore/mlx-examples/tree/main/lora	mlx-examples/lora at main · ml-explore/mlx-examples · GitHub
bookmark	0	https://www.youtube.com/watch?v=VMj-3S1tku0	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
markdown	625	http://inference.org.uk/itila/book.html	David MacKay: Information Theory, Inference, and Learning Algorithms: The Book
markdown	682	https://www.inference.org.uk/mackay/	Inference Group: David MacKay: Homepage
markdown	1091	https://github.com/facebookresearch/segment-anything	GitHub - facebookresearch/segment-anything: The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model. · GitHub
markdown	3009	https://www.storminthecastle.com/posts/01_classification/?utm_source=substack&utm_medium=email	Object Detection from Scratch - Part 1
markdown	150	https://lightning.ai/pages/courses/deep-learning-fundamentals/unit-7-overview-getting-started-with-computer-vision/	Unit 7 Overview: Getting Started with Computer Vision - Lightning AI
markdown	5148	https://sebastianraschka.com/blog/2023/pytorch-faster.html	PyTorch Training Speed Techniques | Sebastian Raschka, PhD
bookmark	0	https://www.youtube.com/watch?v=ZOWjOxC80qw	PyTorch 2.0 Q&A: Optimizing Transformers for Inference - YouTube
markdown	581	https://github.com/Mozilla-Ocho/llamafile	GitHub - mozilla-ai/llamafile: Distribute and run LLMs with a single file. · GitHub
markdown	746	https://simonwillison.net/2023/Nov/29/llamafile/	llamafile is the new best way to run an LLM on your own computer
markdown	183	https://github.com/axolotl-ai-cloud/axolotl/blob/4d2e842e46bf8bd6dd0fda4d2667a7e7d80b4cd4/examples/llama-2/tiny-llama.yml	axolotl/examples/llama-2/tiny-llama.yml (recovered @ 4d2e842e)
markdown	14705	https://www.latent.space/p/axolotl	The Busy Person's Intro to Finetuning & Open Source AI - Wing Lian, Axolotl
markdown	130	https://huggingface.co/unstructuredio	unstructuredio (unstructured.io)
bookmark	0	https://www.youtube.com/watch?v=3fsn19OI_C8	The EASIEST way to finetune LLAMA-v2 on local machine! - YouTube
markdown	5031	https://huggingface.co/blog/hf-bitsandbytes-integration	A Gentle Introduction to 8-bit Matrix Multiplication for transformers at scale using transformers, accelerate and bitsandbytes
markdown	6554	https://blog.briankitano.com/llama-from-scratch/	Llama from scratch (or how to implement a paper without crying) – Brian Kitano
markdown	4202	https://lilianweng.github.io/posts/2018-06-24-attention/	Attention? Attention! | Lil'Log
markdown	6300	https://heartbeat.comet.ml/large-language-models-a-complete-guide-f818397c82d4	Medium
markdown	2364	https://magazine.sebastianraschka.com/p/finetuning-large-language-models	Finetuning Large Language Models
markdown	1239	https://mistral.ai/news/mistral-ocr	Mistral OCR | Mistral AI
markdown	2901	https://github.com/modelscope/ms-swift	GitHub - modelscope/ms-swift: Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 600+ LLMs (Qwen3.6, DeepSeek-V4, GLM-5.1, InternLM3, Llama4, ...) and 300+ MLLMs (Qwen3-VL, Qwen3-Omni, InternVL3.5, Ovis2.5, GLM4.5v, Gemma4, Llava, Phi4, ...) (AAAI 2025). · Git
bookmark	0	https://colbert.aiserv.cloud/	ColBERT Inference in the Browser
markdown	772	https://github.com/tonywu71/colpali-cookbooks/blob/b7a0798cbb8e4f1f6223f9c3b7dac2172b1b6ce1/examples/gen_colpali_similarity_maps.ipynb	colpali-cookbooks/examples/gen_colpali_similarity_maps.ipynb at b7a0798cbb8e4f1f6223f9c3b7dac2172b1b6ce1 · tonywu71/colpali-cookbooks · GitHub
markdown	2119	https://blog.vespa.ai/pretrained-transformer-language-models-for-search-part-3/	Pretrained Transformer Language Models for Search - part 3 | Vespa Blog
markdown	3232	https://huggingface.co/blog/fsommers/document-similarity-colpali	Document Similarity Search with ColPali
markdown	3326	https://github.com/illuin-tech/colpali	GitHub - illuin-tech/colpali: The code used to train and run inference with the ColVision models, e.g. ColPali, ColQwen2, and ColSmol. · GitHub
markdown	425	https://github.com/tonywu71/colpali-cookbooks	GitHub - tonywu71/colpali-cookbooks: Recipes for learning, fine-tuning, and adapting ColPali to your multimodal RAG use cases. 👨🏻‍🍳 · GitHub
bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Qwen3_(4B	Google Colab
markdown	21	https://lightning.ai/akshay-ddods/studios/fine-tuning-alibaba-s-qwen3-100-local?section=featured	Fine-tuning Alibaba's Qwen3 (100% local) - a Lightning template by avi-chawla
markdown	1010	https://huggingface.co/vidore/colqwen2-v0.1	vidore/colqwen2-v0.1 · Hugging Face
markdown	15	https://learning.oreilly.com/library/view/pretrain-vision-and/9781804618257/B18942_TOC_ePub.xhtml	Access Denied
markdown	1324	https://github.com/merveenoyan/smol-vision/blob/main/Finetune_ColPali.ipynb	smol-vision/Finetune_ColPali.ipynb at main · merveenoyan/smol-vision · GitHub
bookmark	0	https://colab.research.google.com/drive/12v2u2IRcmda2fJTNZk88OLF246u_bfSH?usp=sharing	Google Colab
markdown	131	https://www.byhand.ai/p/computer-vision-lectures	Computer Vision Lectures - by Prof. Tom Yeh - AI by Hand ✍️
bookmark	0	https://youtu.be/Ik6nbAjxLk4?si=R0hSkz3N3V6rWRLg	Fine tune Gemma 3, Qwen3, Llama 4, Phi 4 and Mistral Small with Unsloth and Transformers - YouTube
bookmark	0	https://colab.research.google.com/github/merveenoyan/smol-vision/blob/main/Fine_tune_PaliGemma.ipynb	Google Colab
markdown	3229	https://github.com/katanaml/sparrow	GitHub - katanaml/sparrow: Structured data extraction, instruction calling and agentic workflows with ML, LLM and Vision LLM · GitHub
markdown	187	https://arxiv.org/abs/2502.08145	[2502.08145] Democratizing AI: Open-source Scalable LLM Training on GPU-based Supercomputers
markdown	2539	https://mistral.ai/solutions/document-ai	Document AI and OCR | Mistral AI
markdown	415	https://huggingface.co/tasks/any-to-any	What is Any-to-Any? - Hugging Face
bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Qwen3_VL_(8B	Google Colab
markdown	972	https://allenai.org/blog/olmocr-2	olmOCR 2: Unit test rewards for document OCR | Ai2
markdown	635	https://huggingface.co/allenai/olmOCR-2-7B-1025-FP8	allenai/olmOCR-2-7B-1025-FP8 · Hugging Face
markdown	520	https://huggingface.co/deepseek-ai/DeepSeek-OCR	deepseek-ai/DeepSeek-OCR · Hugging Face
markdown	265	https://www.deeplearning.ai/short-courses/improving-accuracy-of-llm-applications/?utm_campaign=lamini-launch&utm_content=304497717&utm_medium=social&utm_source=twitter&hss_channel=tw-992153930095251456	Improving Accuracy of LLM Applications - DeepLearning.AI
markdown	4245	https://www.answer.ai/posts/2024-03-06-fsdp-qlora.html	You can now train a 70b language model at home – Answer.AI
markdown	2507	https://huggingface.co/blog/visheratin/nomic-data-cleaning	Data exploration and filtering with Nomic Atlas
markdown	22298	https://buttondown.email/ainews/archive/ainews-cohere-command-r-anthropic-claude-tool-use/	[AINews] Cohere Command R+, Anthropic Claude Tool Use, OpenAI Finetuning • Buttondown
markdown	3449	https://huggingface.co/learn/cookbook/en/dspy_gepa	Prompt Optimization for Language Models with DSPy GEPA · Hugging Face
bookmark	0	https://youtube.com/playlist?list=PLuI8kc1bqP2junKkKVD-5441I8G7oXDTm&si=NmdhiqdX3ZokZ6dC	The Hands-on LLM Course - YouTube
markdown	1337	https://github.com/iusztinpaul/hands-on-llms?tab=readme-ov-file	GitHub - iusztinpaul/hands-on-llms: 🦖 𝗟𝗲𝗮𝗿𝗻 about 𝗟𝗟𝗠𝘀, 𝗟𝗟𝗠𝗢𝗽𝘀, and 𝘃𝗲𝗰𝘁𝗼𝗿 𝗗𝗕𝘀 for free by designing, training, and deploying a real-time financial advisor LLM system ~ 𝘴𝘰𝘶𝘳𝘤𝘦 𝘤𝘰𝘥𝘦 + 𝘷𝘪𝘥𝘦𝘰 & 𝘳𝘦𝘢𝘥𝘪𝘯𝘨 𝘮𝘢𝘵𝘦𝘳
markdown	1555	https://github.com/rasbt/LLMs-from-scratch	GitHub - rasbt/LLMs-from-scratch: Implement a ChatGPT-like LLM in PyTorch from scratch, step by step · GitHub
markdown	206	https://book.theaiedge.io/home	The Big Book of LLMs
markdown	1700	https://huggingface.co/blog/kv-cache	KV Cache from scratch in nanoVLM
markdown	1882	https://mlabonne.github.io/blog/posts/A_Beginners_Guide_to_LLM_Finetuning.html	A Beginner’s Guide to LLM Fine-Tuning – Maxime Labonne
markdown	3285	https://github.com/eosphoros-ai/DB-GPT-Hub	GitHub - eosphoros-ai/DB-GPT-Hub: A repository that contains models, datasets, and fine-tuning techniques for DB-GPT, with the purpose of enhancing model performance in Text-to-SQL · GitHub
bookmark	0	https://youtube.com/live/pov3pLFMOPY?feature=share	QLoRA: Quantization for Fine Tuning - YouTube
markdown	822	https://towardsdatascience.com/running-llama-2-on-cpu-inference-for-document-q-a-3d636037a3d8	Running Llama 2 on CPU Inference Locally for Document Q&A | Towards Data Science
markdown	1044	https://pub.towardsai.net/how-i-created-an-animation-of-the-embeddings-during-fine-tuning-2b8bdf49f822	Medium
markdown	3564	https://huggingface.co/blog/rlhf	Illustrating Reinforcement Learning from Human Feedback (RLHF)
markdown	372	https://www.deeplearning.ai/short-courses/reinforcement-learning-from-human-feedback/	Reinforcement Learning From Human Feedback - DeepLearning.AI
bookmark	0	https://youtube.com/live/hhiLw5Q_UFg?feature=share	John Schulman - Reinforcement Learning from Human Feedback: Progress and Challenges - YouTube
markdown	2031	https://www.interconnects.ai/p/rlhf-resources	RLHF learning resources in 2024 - by Nathan Lambert
markdown	2733	https://gist.github.com/yoavg/6bff0fecd65950898eba1bb321cfbd81?utm_source=substack&utm_medium=email	rl-for-llms.md · GitHub
markdown	378	https://www.deeplearning.ai/short-courses/reinforcement-fine-tuning-llms-grpo/	Reinforcement Fine-Tuning LLMs With GRPO - DeepLearning.AI
bookmark	0	https://www.youtube.com/watch?v=Z_JUqJBpVOk&list=PLs8w1Cdi-zvbUan-KlgwKN2CycndyKXXS&pp=gAQB	Reinforcement Learning with Human Feedback (RLHF) - How to train and fine-tune Transformer Models - YouTube
markdown	204	https://arxiv.org/abs/2503.01067	[2503.01067] All Roads Lead to Likelihood: The Value of Reinforcement Learning in Fine-Tuning
markdown	3586	https://docs.unsloth.ai/basics/reinforcement-learning-guide	Reinforcement Learning (RL) Guide | Unsloth Documentation
markdown	358	https://www.deeplearning.ai/short-courses/finetuning-large-language-models/?utm_campaign=finetuning-launch&utm_medium=video&utm_source=youtube&utm_content=teaser	Finetuning Large Language Models - DeepLearning.AI
