303	FT	hi
304	TFM	lo
305	INF	hi
306	FT	hi
307	INF	hi
308	AIE	hi
309	INF	hi
310	INF	lo
311	FT	lo
312	TFM	lo
313	FT	hi
314	INF	hi
315	LAND	lo
316	FT	hi
317	LAND	hi
318	FT	lo
319	INF	hi
320	ML	hi
321	FT	hi
322	INF	hi
323	AIE	hi
324	FT	lo
325	LAND	hi
326	FT	hi
327	FT	hi
328	TFM	hi
329	FT	hi
330	ML	hi
331	LAND	hi
332	TFM	hi
333	LAND	hi
334	INF	hi
335	FT	hi
336	AIE	hi
337	INF	hi
338	FT	hi
339	LAND	hi
340	AIE	hi
341	INF	hi
342	TFM	hi
343	ML	lo
344	FT	hi
345	FT	hi
346	FT	hi
347	TFM	hi
348	FT	hi
349	FT	hi
350	FT	hi
351	FT	hi
352	FT	hi
353	FT	hi
354	FT	hi
355	TFM	hi
356	AIE	hi
357	TFM	hi
358	FT	hi
359	ML	hi
360	ML	hi
361	ML	lo
362	FT	hi
363	INF	hi
364	FT	lo
365	FT	lo
366	TFM	hi
367	AIE	hi
368	LAND	hi
369	INF	hi
370	CUDA	hi
371	ML	hi
372	FT	hi
373	FT	hi
374	AIE	hi
375	INF	hi
376	AIE	hi
377	INBOX	hi
378	LAND	hi
379	LAND	lo
380	AIE	hi
381	FT	hi
382	TFM	hi
383	INBOX	hi
384	TFM	hi
385	TFM	hi
386	RAG	hi
387	TFM	hi
388	AIE	hi
389	FT	hi
390	TFM	hi
391	LAND	lo
392	LAND	hi
393	LAND	hi
394	FT	hi
395	TFM	hi
396	FT	hi
397	FT	hi
398	RAG	hi
399	TFM	hi
400	INBOX	hi
401	LAND	hi
402	INF	hi
403	FT	hi
404	FT	lo
405	RAG	hi
406	LAND	hi
407	LAND	hi
408	LAND	hi
409	RAG	hi
410	FT	hi
411	FT	hi
412	FT	hi
413	FT	hi
414	INF	lo
415	FT	lo
416	LAND	hi
417	FT	hi
418	LAND	hi
419	LAND	hi
420	INF	hi
421	AIE	lo
422	FT	hi
423	RAG	lo
424	AIE	hi
425	AIE	hi
426	ML	lo
427	FT	hi
428	LAND	hi
429	INF	hi
430	FT	hi
431	RAG	hi
432	FT	hi
433	ML	lo
434	LAND	lo
435	INF	hi
436	ML	lo
437	INF	lo
438	INF	hi
439	LAND	hi
440	FT	hi
441	RAG	hi
442	INF	hi
443	INBOX	lo
444	FT	hi
445	INF	hi
446	RAG	hi
447	RAG	hi
448	INF	hi
449	FT	hi
450	FT	hi
451	INF	hi
452	LAND	hi
453	INF	hi
454	INF	lo
455	INF	hi
456	INF	hi
457	LAND	hi
458	AIE	hi
459	FT	hi
460	INF	hi
461	LAND	lo
462	LAND	lo
463	FT	hi
464	LAND	lo
465	TFM	hi
466	FT	hi
467	TFM	lo
468	FT	hi
469	INF	hi
470	AIE	hi
471	CUDA	hi
472	LAND	hi
473	FT	hi
474	FT	hi
475	FT	hi
476	INF	lo
477	INF	hi
478	INF	hi
479	INBOX	hi
480	TFM	hi
481	TFM	hi
482	FT	hi
483	INBOX	hi
484	FT	hi
485	LAND	lo
486	LAND	lo
487	AIE	lo
488	FT	hi
489	FT	hi
490	TFM	hi
491	TFM	hi
492	TFM	hi
493	FT	hi
494	FT	hi
495	FT	hi
496	AIE	lo
497	FT	hi
498	FT	hi
499	FT	hi
500	FT	hi
501	FT	hi
502	FT	hi
503	FT	lo
504	FT	lo
505	FT	hi
506	FT	lo
507	FT	hi
508	FT	hi
509	FT	hi
510	FT	hi
511	FT	hi
512	INF	hi
513	ML	lo
514	AIE	lo
515	FT	hi
516	INF	lo
517	CUDA	lo
518	CUDA	hi
519	FT	hi
520	AIE	hi
521	RAG	hi
522	TFM	hi
523	FT	hi
524	INBOX	hi
525	FT	hi
526	FT	hi
527	FT	hi
528	AIE	hi
529	FT	hi
530	AIE	hi
531	FT	hi
532	ML	lo
533	FT	hi
534	INF	hi
535	AIE	hi
536	FT	lo
537	RAG	hi
538	ML	hi
539	RAG	hi
540	ML	hi
541	ML	hi
542	ML	hi
543	LAND	hi
544	INF	hi
545	INF	hi
546	AIE	hi
